candidate_id,page,frame_bbox,symbol_bbox,num_cells,top1_class,top1_score,top2_class,top2_score,margin,decision_policy,catalog_complete,referenced_datums,unresolved_fields,human_is_real_gdt,human_true_characteristic,human_notes
GDT-V2-P01-070,1,"[893.127, 731.455, 900.0, 736.691]","[893.127, 731.782, 896.073, 736.691]",2,circular_runout,0.363352,position,0.330453,0.032899,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-071,1,"[697.745, 737.018, 708.873, 743.236]","[697.745, 737.018, 701.673, 743.236]",3,parallelism,0.414988,circular_runout,0.390016,0.024972,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-072,1,"[857.127, 758.618, 872.182, 766.8]","[857.127, 758.618, 862.364, 766.8]",3,circular_runout,0.422122,perpendicularity,0.294533,0.127589,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-073,1,"[891.491, 758.618, 918.0, 766.8]","[891.491, 758.618, 896.073, 766.8]",5,parallelism,0.380904,position,0.366886,0.014018,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-074,1,"[897.055, 758.618, 930.764, 766.8]","[897.055, 758.618, 900.982, 766.8]",6,circular_runout,0.621629,position,0.397595,0.224035,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-075,1,"[936.655, 758.618, 964.473, 766.8]","[936.655, 760.582, 940.255, 766.473]",6,cylindricity,0.250084,parallelism,0.224632,0.025452,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-076,1,"[948.109, 758.618, 969.709, 766.8]","[948.109, 758.618, 952.691, 766.8]",5,parallelism,0.415902,position,0.382037,0.033865,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-077,1,"[1004.4, 758.618, 1021.091, 766.8]","[1004.4, 758.618, 1009.964, 766.8]",3,cylindricity,0.361864,parallelism,0.347532,0.014332,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-078,1,"[976.909, 760.909, 985.418, 766.145]","[976.909, 762.218, 979.855, 765.818]",2,perpendicularity,0.141216,angularity,0.101234,0.039982,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-079,1,"[705.6, 767.782, 718.691, 774.655]","[705.6, 767.782, 708.545, 774.655]",3,perpendicularity,0.452411,circular_runout,0.406295,0.046117,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-080,1,"[723.6, 767.782, 736.364, 774.655]","[723.6, 768.109, 728.509, 774.655]",3,parallelism,0.341265,position,0.337986,0.003279,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-081,1,"[742.255, 767.782, 759.6, 774.655]","[742.255, 767.782, 746.182, 774.327]",3,circular_runout,0.373298,position,0.264909,0.10839,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-082,1,"[764.836, 767.782, 782.509, 774.655]","[764.836, 769.418, 767.782, 774.327]",4,cylindricity,0.314883,parallelism,0.257335,0.057548,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-083,1,"[678.109, 768.436, 688.909, 773.673]","[678.109, 768.436, 681.055, 773.345]",2,perpendicularity,0.393045,total_runout,0.234647,0.158398,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-084,1,"[85.039, 771.366, 119.055, 787.745]","[85.039, 771.366, 102.047, 787.745]",2,flatness,0.379857,perpendicularity,0.353344,0.026513,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-085,1,"[744.502, 771.366, 764.421, 777.893]","[744.502, 771.366, 750.246, 777.893]",3,position,0.388104,cylindricity,0.322054,0.06605,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-086,1,"[1118.291, 771.382, 1128.436, 779.236]","[1118.291, 771.382, 1123.527, 778.909]",2,parallelism,0.371073,position,0.357385,0.013688,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-087,1,"[705.927, 784.8, 727.2, 791.345]","[705.927, 786.436, 708.873, 791.345]",5,perpendicularity,0.286944,circular_runout,0.213213,0.073731,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-088,1,"[710.509, 784.8, 736.036, 791.673]","[710.509, 786.436, 713.455, 791.345]",6,perpendicularity,0.278793,circular_runout,0.186347,0.092446,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-089,1,"[747.818, 784.8, 768.764, 791.673]","[747.818, 784.8, 755.345, 791.345]",4,parallelism,0.387685,total_runout,0.375369,0.012316,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-090,1,"[71.673, 785.127, 119.127, 812.945]","[71.673, 785.127, 84.764, 812.945]",3,concentricity_coaxiality,0.409131,symmetry,0.372710,0.03642,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-091,1,"[843.779, 796.529, 893.325, 813.544]","[843.779, 796.529, 865.321, 813.544]",5,position,0.353035,straightness,0.329831,0.023203,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-092,1,"[881.773, 796.529, 904.833, 805.802]","[881.773, 796.529, 887.519, 805.802]",3,cylindricity,0.388308,flatness,0.354646,0.033662,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-093,1,"[893.325, 796.529, 940.443, 805.802]","[893.325, 796.529, 906.827, 805.802]",6,cylindricity,0.332122,concentricity_coaxiality,0.310658,0.021464,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-094,1,"[893.325, 796.529, 934.352, 813.544]","[893.325, 796.529, 906.827, 813.544]",5,cylindricity,0.252278,parallelism,0.233126,0.019152,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-095,1,"[916.74, 796.529, 946.114, 805.802]","[916.74, 796.529, 923.089, 805.802]",5,concentricity_coaxiality,0.282088,parallelism,0.278552,0.003536,ranking_only_no_global_threshold,,,,,,
