candidate_id,page,frame_bbox,symbol_bbox,num_cells,top1_class,top1_score,top2_class,top2_score,margin,decision_policy,catalog_complete,referenced_datums,unresolved_fields,human_is_real_gdt,human_true_characteristic,human_notes
GDT-V2-P01-113,1,"[1426.582, 770.4, 1459.636, 778.582]","[1426.582, 770.4, 1430.182, 778.582]",6,circular_runout,0.611721,position,0.437914,0.173808,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-114,1,"[1467.818, 770.4, 1476.655, 778.582]","[1467.818, 770.727, 1471.091, 776.618]",2,perpendicularity,0.264161,parallelism,0.250285,0.013876,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-115,1,"[1511.018, 770.4, 1527.709, 778.582]","[1511.018, 770.4, 1514.945, 778.582]",3,circular_runout,0.477379,perpendicularity,0.464015,0.013364,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-116,1,"[1535.236, 770.4, 1544.727, 778.582]","[1535.236, 770.4, 1539.818, 778.582]",2,circular_runout,0.413073,parallelism,0.388816,0.024257,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-117,1,"[970.691, 775.636, 989.673, 788.727]","[970.691, 776.945, 974.618, 788.727]",3,perpendicularity,0.477413,position,0.335554,0.141859,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-118,1,"[1381.091, 781.2, 1398.109, 789.382]","[1381.091, 781.527, 1385.673, 789.382]",3,parallelism,0.560283,cylindricity,0.452593,0.10769,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-119,1,"[1347.055, 781.527, 1357.527, 789.382]","[1347.055, 783.164, 1350.327, 789.055]",3,cylindricity,0.262272,parallelism,0.243282,0.01899,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-120,1,"[720.327, 785.127, 726.545, 791.345]","[720.327, 785.127, 729.491, 791.345]",2,perpendicularity,0.371868,cylindricity,0.363308,0.008559,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-121,1,"[1352.945, 792.327, 1361.455, 800.509]","[1352.945, 792.327, 1357.527, 800.509]",2,circular_runout,0.427645,perpendicularity,0.272131,0.155514,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-122,1,"[1386.982, 792.327, 1403.673, 800.509]","[1386.982, 792.327, 1391.564, 800.182]",3,parallelism,0.550811,cylindricity,0.474798,0.076012,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-123,1,"[733.418, 794.618, 739.309, 833.891]","[733.418, 794.618, 739.636, 833.891]",2,perpendicularity,0.500438,position,0.292308,0.20813,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-124,1,"[1474.036, 808.691, 1654.691, 825.055]","[1474.036, 808.691, 1536.545, 825.055]",2,position,0.349787,profile,0.318559,0.031229,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-125,1,"[1362.109, 812.945, 1377.818, 820.8]","[1362.109, 812.945, 1366.691, 820.473]",3,position,0.329664,circular_runout,0.316703,0.012961,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-126,1,"[1385.018, 812.945, 1394.836, 820.8]","[1385.018, 812.945, 1389.273, 820.8]",2,parallelism,0.535131,total_runout,0.418051,0.11708,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-127,1,"[1369.309, 828.982, 1377.818, 837.164]","[1369.309, 829.309, 1372.255, 835.855]",2,position,0.487643,circular_runout,0.415109,0.072534,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-128,1,"[1386.327, 828.982, 1394.836, 837.164]","[1386.327, 829.309, 1389.273, 835.527]",2,perpendicularity,0.378577,circular_runout,0.346635,0.031942,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-129,1,"[1590.545, 828.982, 1603.309, 836.836]","[1590.545, 828.982, 1593.491, 835.855]",3,circular_runout,0.429259,position,0.424270,0.004989,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-130,1,"[531.818, 830.291, 601.527, 844.691]","[531.818, 830.291, 551.127, 844.691]",3,circularity,0.804832,concentricity_coaxiality,0.620266,0.184566,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-131,1,"[1440.655, 837.164, 1451.782, 845.345]","[1440.655, 837.164, 1446.218, 845.345]",2,parallelism,0.515305,cylindricity,0.481947,0.033358,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-132,1,"[908.836, 844.691, 925.855, 853.2]","[908.836, 844.691, 917.345, 853.2]",2,circularity,0.111316,total_runout,0.083547,0.027769,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-133,1,"[1363.745, 845.345, 1377.818, 853.2]","[1363.745, 845.345, 1366.691, 851.891]",3,position,0.485872,circular_runout,0.420437,0.065435,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-134,1,"[1385.018, 845.345, 1394.836, 853.2]","[1385.018, 847.309, 1387.964, 853.2]",3,perpendicularity,0.355689,parallelism,0.332874,0.022815,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-135,1,"[1590.545, 845.345, 1608.873, 853.2]","[1590.545, 845.345, 1593.491, 851.891]",4,circular_runout,0.419462,position,0.404250,0.015212,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-136,1,"[1611.491, 845.345, 1621.964, 853.2]","[1611.491, 845.345, 1615.745, 853.2]",2,circular_runout,0.541282,position,0.399813,0.141469,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-137,1,"[900.327, 853.2, 925.855, 861.709]","[900.327, 853.2, 908.836, 861.709]",3,position,0.130785,circularity,0.111490,0.019295,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-138,1,"[1362.109, 861.382, 1377.818, 869.564]","[1362.109, 861.382, 1366.691, 868.909]",3,position,0.325136,circular_runout,0.317868,0.007268,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-139,1,"[1386.327, 861.382, 1400.4, 869.564]","[1386.327, 861.382, 1389.273, 867.927]",3,perpendicularity,0.424537,circular_runout,0.315042,0.109495,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-140,1,"[1583.018, 861.382, 1599.055, 868.909]","[1583.018, 861.382, 1587.927, 868.582]",3,position,0.309612,circular_runout,0.306269,0.003343,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-141,1,"[1611.491, 861.382, 1621.309, 869.564]","[1611.491, 861.382, 1615.745, 869.564]",2,circular_runout,0.533668,position,0.409809,0.12386,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-142,1,"[896.073, 861.709, 925.855, 865.309]","[896.073, 861.709, 900.327, 865.309]",4,cylindricity,0.220458,total_runout,0.211472,0.008986,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-143,1,"[1474.036, 873.164, 1654.691, 889.527]","[1474.036, 873.164, 1536.545, 889.527]",2,position,0.368453,profile,0.346965,0.021488,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-144,1,"[1363.745, 893.782, 1377.818, 901.636]","[1363.745, 893.782, 1366.691, 900.327]",3,position,0.485566,circular_runout,0.417664,0.067901,ranking_only_no_global_threshold,,,,,,
